,CSD_code,Electronic_E,Dispersion_E,Dipole_M,Metal_q,HL_Gap,HOMO_Energy,LUMO_Energy,Polarizability
2637,NACHOP,-1977.118221,-0.166075,6.7873,1.58994,0.13448,-0.1721,-0.03762,437.33298
2638,AVIQEB,-2886.780306,-0.122795,3.5964,0.65964,0.11308,-0.19825,-0.08517,330.422399
2639,NAQYEL,-2963.727352,-0.140401,6.6729,0.59115,0.10589,-0.19127,-0.08538,366.322442
2640,JALWOJ,-2147.183982,-0.222978,0.1973,1.66576,0.10858,-0.17422,-0.06564,526.435737
2641,MOHKIF,-1935.29251,-0.122587,4.3556,0.84361,0.11379,-0.19055,-0.07676,302.764005
2642,KILLAS,-2572.990838,-0.143838,3.6977,0.83383,0.13711,-0.19803,-0.06092,361.906156
2643,PIHTIM,-3494.106784,-0.282649,0.0632,0.92254,0.12122,-0.1896,-0.06838,673.191987
2644,OZEPUG,-2993.084233,-0.26012,4.891,0.9776,0.12643,-0.16863,-0.0422,593.964324
2645,VEHTUY,-3084.403466,-0.212952,2.642,0.30909,0.08743,-0.14291,-0.05548,509.042782
2646,SIXPAQ,-1134.010497,-0.135404,0.7307,1.3676,0.14213,-0.16982,-0.02769,312.018997
2647,FOTWOB,-1850.585927,-0.109396,4.9622,0.78866,0.11822,-0.18589,-0.06767,277.319242
2648,JUQGAD,-4183.164931,-0.206462,11.5943,0.85452,0.10643,-0.22039,-0.11396,492.737756
2649,GOMBOB,-2778.925276,-0.100937,3.586,0.23378,0.14572,-0.22282,-0.0771,268.206772
2650,PADFIK,-1698.219884,-0.178293,2.0669,1.91834,0.11704,-0.1772,-0.06016,452.945917
2651,RUYREI,-1996.870131,-0.075986,3.7178,0.38858,0.17673,-0.17448,0.00225,210.7544
2652,BOLNUN,-2185.420185,-0.111154,4.7226,0.74779,0.1406,-0.22103,-0.08043,321.221708
2653,LILDAM,-1130.672117,-0.0972,3.9754,0.87994,0.09836,-0.13709,-0.03873,253.410298
2654,AHUROK,-3479.062518,-0.231697,3.2521,0.81466,0.10679,-0.17954,-0.07275,536.08104
2655,XEKYAN,-2238.749038,-0.147568,2.5235,0.76681,0.08952,-0.16838,-0.07886,373.501058
2656,BIGLEI,-1734.265396,-0.056882,3.6168,0.73785,0.13945,-0.22774,-0.08829,178.385735
2657,SOWMUN,-2074.623873,-0.212414,1.1109,1.61233,0.1271,-0.18383,-0.05673,514.814844
2658,BIBXIW,-4133.157057,-0.232301,3.1599,-0.09681,0.0871,-0.16395,-0.07685,552.605596
2659,CENLUD,-3343.651629,-0.225557,5.6116,0.82926,0.14757,-0.21218,-0.06461,564.304873
2660,JOPMOQ,-2238.21655,-0.135243,6.3684,1.03558,0.13654,-0.20006,-0.06352,347.414179
2661,WEHYEQ,-3715.32913,-0.236794,6.547,0.53709,0.07625,-0.15186,-0.07561,565.735299
2662,OKUDUV,-2654.934231,-0.184927,5.0279,1.53381,0.14624,-0.19923,-0.05299,557.962762
2663,HEFKOT,-2010.925853,-0.105845,1.0735,0.94662,0.11517,-0.18691,-0.07174,286.703526
2664,IROBOG,-2583.073767,-0.091587,4.4761,0.30615,0.13608,-0.2243,-0.08822,258.949927
2665,YAHGUM,-3017.720988,-0.17203,2.7165,0.60833,0.11297,-0.18271,-0.06974,398.180179
2666,DIDREN,-2371.515751,-0.071018,3.9266,0.17664,0.12857,-0.2171,-0.08853,214.920012
2667,ZOJREV,-3002.655204,-0.116113,5.7213,0.4641,0.10517,-0.22083,-0.11566,339.506473
2668,JEJNIY,-1132.611411,-0.117546,3.5285,2.01267,0.15743,-0.18971,-0.03228,317.15924
2669,QEVNUB,-2026.597429,-0.21385,4.0247,1.89739,0.11849,-0.1724,-0.05391,521.824712
2670,QIGYIQ,-2441.278916,-0.185939,3.5924,0.87974,0.10687,-0.1858,-0.07893,446.59552
2671,ULOCUT,-3329.479819,-0.299596,6.1291,0.82723,0.05816,-0.14804,-0.08988,657.53122
2672,VOLGUB,-1931.103784,-0.188009,5.4735,1.87699,0.14937,-0.19865,-0.04928,486.073774
2673,NISDUP,-2590.499519,-0.293846,0.0221,1.61779,0.04111,-0.16543,-0.12432,657.216278
2674,FOJWOR,-1672.828436,-0.076232,7.248,1.14822,0.1491,-0.21564,-0.06654,228.999722
2675,BOXKIJ,-6753.627849,-0.187113,4.724,0.64019,0.11633,-0.20199,-0.08566,466.346563
2676,MECGUW,-3508.37506,-0.181443,5.5441,0.49682,0.15056,-0.19761,-0.04705,408.505359
2677,VILNIP,-2253.619487,-0.176416,4.4547,1.49227,0.13068,-0.18286,-0.05218,461.789258
2678,CEXGUI,-3050.274827,-0.247809,0.2153,1.7625,0.1191,-0.18122,-0.06212,592.689317
2679,WAYGAH,-2194.573287,-0.141342,3.4885,1.12711,0.08053,-0.16686,-0.08633,378.80581
2680,ROSBOQ,-2336.952722,-0.127826,3.7726,0.82262,0.1165,-0.20162,-0.08512,326.236671
2681,CPITTI,-2218.17312,-0.053875,6.9446,0.33809,0.09807,-0.20834,-0.11027,188.621983
2682,YAQCOI,-2976.131891,-0.29199,3.259,0.62045,0.08012,-0.16369,-0.08357,687.170668
2683,BAJHAW,-908.132896,-0.107276,4.3089,0.90913,0.147,-0.24045,-0.09345,292.826913
2684,PIVKOU,-2983.506193,-0.079269,2.6252,-0.06268,0.07427,-0.16917,-0.0949,236.576853
2685,CIFZOH,-3481.70882,-0.084943,5.5656,0.32953,0.1094,-0.22518,-0.11578,271.572907
2686,XEXPUM,-1445.01216,-0.167935,0.949,1.63326,0.12351,-0.17779,-0.05428,389.219477
2687,FODPAP,-1098.063274,-0.124847,3.2383,1.79396,0.0931,-0.14834,-0.05524,315.284884
2688,FOJLOG,-1152.337403,-0.072074,4.1353,0.75571,0.15396,-0.21805,-0.06409,215.578592
2689,XOQXEG,-2157.647091,-0.23243,7.3407,2.01492,0.14662,-0.17507,-0.02845,574.966057
2690,MOLNUX,-2406.963957,-0.105689,3.8469,0.22426,0.11078,-0.32494,-0.21416,272.444015
2691,ITISEJ,-3176.076299,-0.196779,7.6347,0.82906,0.13723,-0.21199,-0.07476,515.740473
2692,PENNEB,-2429.219488,-0.082554,4.9205,0.09917,0.1088,-0.20549,-0.09669,217.469778
2693,XEVNAO,-1962.173753,-0.116831,3.1685,1.40842,0.14646,-0.20282,-0.05636,323.541514
2694,TEDYOR,-1484.392121,-0.112764,2.2834,1.06845,0.15817,-0.18071,-0.02254,304.741555
2695,TEGHAR,-2557.448143,-0.177544,1.1767,0.95292,0.11466,-0.18215,-0.06749,434.208888
2696,FIYCAU,-2689.544082,-0.216162,1.3037,0.56644,0.15291,-0.18124,-0.02833,498.810731
2697,IDOZAE,-2450.335363,-0.127863,6.5624,0.7184,0.11121,-0.19281,-0.0816,323.30423
2698,ZOCPUC,-2666.572856,-0.162176,3.5063,0.65882,0.13954,-0.19962,-0.06008,400.423377
2699,MAWYIU,-3336.258651,-0.168458,6.2093,0.59012,0.1057,-0.21315,-0.10745,449.511418
2700,DAGXUE,-3435.991836,-0.136085,3.8748,0.60237,0.06454,-0.19186,-0.12732,430.513492
2701,PURROJ,-1935.287216,-0.118987,4.4446,0.86359,0.12551,-0.20284,-0.07733,307.108547
2702,WIZCIR,-2326.118432,-0.071302,3.9756,0.03128,0.10173,-0.19442,-0.09269,216.724042
2703,XEVPAQ,-2349.628966,-0.066142,4.174,0.31792,0.11932,-0.20913,-0.08981,196.016274
2704,GUMDOI,-995.261495,-0.102735,3.5915,1.29643,0.15311,-0.19609,-0.04298,271.793705
2705,MITSIR,-4578.660524,-0.211169,6.6346,0.32973,0.1356,-0.18873,-0.05313,478.229009
2706,NIVXIA,-2987.175217,-0.132278,4.1553,0.28046,0.10325,-0.20145,-0.0982,368.169315
2707,EFOCIO,-3335.974568,-0.211169,3.1238,0.92359,0.12258,-0.16139,-0.03881,516.898201
2708,TIHRUX,-4836.18233,-0.166888,0.0036,-0.74802,0.12949,-0.2135,-0.08401,413.981965
2709,ICEJEF,-1366.272416,-0.157259,8.4957,1.85853,0.13373,-0.19518,-0.06145,361.421135
2710,DOXRAJ,-1352.204422,-0.128042,3.4841,1.90907,0.08466,-0.15675,-0.07209,343.878264
2711,YAXTIB,-1719.191846,-0.088134,0.9626,0.91562,0.11328,-0.18096,-0.06768,248.570481
2712,MEHGAJ,-3187.700371,-0.100463,6.8502,0.2425,0.10406,-0.22224,-0.11818,303.567558
2713,ABEFUI,-2122.484872,-0.125415,5.1385,1.25537,0.12392,-0.17383,-0.04991,337.709965
2714,GATNAR,-2853.057567,-0.136224,4.6584,0.59343,0.1423,-0.22386,-0.08156,349.705271
2715,DOGNAR,-2483.253291,-0.187913,2.9158,0.94121,0.1028,-0.16395,-0.06115,449.725567
2716,ZOLDEJ,-2146.221665,-0.115778,0.9326,0.55262,0.11201,-0.18585,-0.07384,303.945086
2717,MAHWOJ,-1724.917372,-0.194189,8.2176,1.69471,0.11159,-0.165,-0.05341,481.84317
2718,SIGDUH,-2536.648812,-0.266714,7.7146,1.96735,0.10481,-0.19252,-0.08771,654.116124
2719,NAZJUT,-1379.138456,-0.119756,2.1995,1.92597,0.11828,-0.1792,-0.06092,319.999464
2720,MUYZOW,-3684.520452,-0.312638,2.7105,0.8615,0.10673,-0.20046,-0.09373,683.969283
2721,BABWAD,-2940.082227,-0.148611,4.3596,0.12153,0.10655,-0.20549,-0.09894,368.89426
2722,YADBIP,-2080.37999,-0.078791,3.2634,0.45807,0.10659,-0.18343,-0.07684,235.472329
2723,RIYZEH,-5791.215387,-0.222457,0.0,1.98503,0.12362,-0.20456,-0.08094,596.607539
2724,HACSIO,-3552.822208,-0.232831,1.6586,0.86568,0.12347,-0.19515,-0.07168,606.293808
2725,MOWGUA,-1985.147923,-0.156362,5.2935,0.75811,0.08271,-0.19816,-0.11545,437.509368
2726,BIJHEI,-2487.759803,-0.162486,5.8964,1.00395,0.15241,-0.18969,-0.03728,418.535007
2727,JAYCUI,-5698.364537,-0.062051,5.7774,0.62065,0.12415,-0.22031,-0.09616,189.425206
2728,EXECIU,-3861.692092,-0.224177,5.8579,0.60095,0.08065,-0.1621,-0.08145,519.256404
2729,ZELGOO,-2281.673548,-0.124874,3.7627,0.28653,0.10179,-0.17525,-0.07346,288.898108
2730,TEJPEG,-2496.068875,-0.227715,2.2433,1.78229,0.09755,-0.16431,-0.06676,551.168663
2731,TALTUV,-2945.652525,-0.129972,3.8465,0.68132,0.12283,-0.19464,-0.07181,359.20275
2732,NONNEL,-2056.600333,-0.239757,4.3162,1.8781,0.11373,-0.18036,-0.06663,573.499534
2733,FOKJEV,-2888.987338,-0.190066,4.5386,1.02705,0.11366,-0.18424,-0.07058,502.907545
2734,FOFPAS,-2555.820423,-0.09338,2.6834,0.22071,0.10291,-0.19625,-0.09334,274.119719
2735,OWULAU,-2807.758126,-0.0803,6.6457,0.33793,0.13884,-0.23861,-0.09977,224.590537
2736,NIZMIT,-1762.338117,-0.218759,11.8111,1.31177,0.14686,-0.19728,-0.05042,502.263731
2737,RUPNUM,-1644.207309,-0.163991,1.31,1.46687,0.13155,-0.1769,-0.04535,428.021179
2738,PALSEB,-2311.832603,-0.186796,4.8335,0.8142,0.09593,-0.18409,-0.08816,446.756889
2739,VULGOA,-5266.09168,-0.231568,7.801,0.15273,0.12476,-0.19071,-0.06595,639.712937
2740,BIKSUK,-3692.186349,-0.094175,8.1065,0.48777,0.16253,-0.2667,-0.10417,240.139476
2741,XIPPUK,-2042.148051,-0.119032,0.3304,0.43554,0.11618,-0.171,-0.05482,323.381283
2742,XULTUU,-1435.901537,-0.119366,2.2148,1.35464,0.0904,-0.16309,-0.07269,329.756065
2743,AFUXOP,-7043.862692,-0.081575,8.2098,-0.04149,0.06779,-0.17904,-0.11125,255.921343
2744,SOQRAT,-3724.968932,-0.165066,2.2753,1.7958,0.10828,-0.2077,-0.09942,428.656701
2745,ECUPIB,-1158.339564,-0.123683,3.0468,1.6215,0.15221,-0.19407,-0.04186,301.547139
2746,ABETIK,-3164.660382,-0.158603,14.4411,1.24317,0.1021,-0.2014,-0.0993,420.254691
2747,NONVUH,-2476.230511,-0.151878,5.5652,1.03458,0.15869,-0.19905,-0.04036,349.369771
2748,POVPUM,-3991.730248,-0.397361,4.2955,1.82189,0.12415,-0.17285,-0.0487,908.60065
2749,PETGEC,-2315.959495,-0.229579,5.4791,1.06523,0.08912,-0.13839,-0.04927,535.04798
2750,BAXWUS,-2607.007873,-0.128325,3.3849,0.19857,0.14245,-0.18762,-0.04517,319.213384
2751,XEWNEU,-2268.26635,-0.151447,6.1104,0.57562,0.0507,-0.12532,-0.07462,390.855265
2752,EDIZOH,-1073.927274,-0.120669,3.3311,1.80087,0.10374,-0.15574,-0.052,298.080046
2753,LIZBAZ,-7576.395941,-0.177225,5.4769,1.01061,0.15452,-0.19828,-0.04376,437.21696
2754,OCIYAD,-2327.79217,-0.257063,1.7664,2.05646,0.15896,-0.19151,-0.03255,602.919644
2755,WIVBUY,-1049.294032,-0.078562,2.2199,1.06596,0.11498,-0.20007,-0.08509,284.802382
2756,POJPUZ,-1556.950646,-0.118786,2.7299,1.17553,0.11551,-0.18397,-0.06846,311.232518
2757,NIHCUD,-2785.23255,-0.140984,5.11,1.16486,0.09737,-0.21123,-0.11386,388.023109
2758,SIMTOX,-1801.144211,-0.197489,3.1543,1.35434,0.08987,-0.15737,-0.0675,477.016195
2759,RUHKIO,-2839.039492,-0.11708,4.3559,0.16594,0.10503,-0.19346,-0.08843,283.152098
2760,EBAYEM,-2216.86906,-0.12963,2.7818,0.26851,0.09252,-0.1319,-0.03938,314.64458
2761,NAYHOL,-2320.226288,-0.115217,6.0619,0.77125,0.14387,-0.20221,-0.05834,287.389526
2762,ZOJCIK,-2733.164253,-0.291695,4.1724,1.77829,0.13512,-0.18883,-0.05371,608.571038
2763,LOXSOG,-2648.345356,-0.097968,3.3426,0.47419,0.08452,-0.18725,-0.10273,275.489432
2764,CUDLAQ,-2121.217203,-0.092576,1.0589,0.89784,0.19456,-0.26658,-0.07202,279.5601
2765,SATKEF,-3427.54831,-0.264752,4.8509,0.81885,0.10007,-0.17916,-0.07909,637.893665
2766,ISAPUN,-2280.793278,-0.153819,1.6351,0.79348,0.1086,-0.18194,-0.07334,388.474858
2767,MAGLEM,-2674.637378,-0.21679,3.2976,0.89397,0.09983,-0.17958,-0.07975,511.108271
2768,QACKIP,-1974.176221,-0.097621,2.7829,1.0041,0.13584,-0.20953,-0.07369,267.021791
2769,WALBUH,-2644.713702,-0.10444,3.5326,0.28931,0.10941,-0.19791,-0.0885,292.084907
2770,RIJQOT,-4273.206595,-0.301589,4.5797,2.13037,0.13692,-0.20882,-0.0719,720.206861
2771,JALWID,-2084.397746,-0.124887,5.2987,1.33872,0.13022,-0.18277,-0.05255,330.866996
2772,NONZEV,-2615.405596,-0.113455,2.5608,0.18708,0.10216,-0.20345,-0.10129,343.870347
2773,TOKPEO,-1219.836544,-0.149527,2.2002,1.44447,0.14275,-0.20244,-0.05969,350.879694
2774,ZEWSAV,-2481.22513,-0.132792,3.4077,0.80167,0.13502,-0.21986,-0.08484,337.993533
2775,LEQXOV,-3290.19015,-0.29166,6.4029,0.68982,0.06212,-0.1449,-0.08278,646.060225
2776,WUBTIW,-1996.15464,-0.160633,4.7532,1.52026,0.11095,-0.18275,-0.0718,386.715561
2777,ETOYUJ,-955.493755,-0.131051,9.9803,1.31648,0.13013,-0.21468,-0.08455,303.510653
2778,BAXQEX,-2231.632594,-0.242349,6.2239,1.88845,0.12995,-0.17449,-0.04454,590.536822
2779,NONVIV,-2477.198047,-0.148724,6.0454,1.20614,0.17157,-0.19994,-0.02837,350.376416
2780,JILMEZ,-1400.490935,-0.161461,2.623,2.03941,0.15083,-0.17188,-0.02105,387.338611
2781,GAFWUF,-1929.374931,-0.064569,2.2682,0.26099,0.12104,-0.20316,-0.08212,186.172118
2782,BIQTEC,-878.867684,-0.080328,2.1825,1.14546,0.1832,-0.21032,-0.02712,237.354158
2783,YEYWOQ,-2960.106433,-0.135491,7.6563,0.41872,0.12193,-0.16716,-0.04523,354.977772
2784,FOYZAW,-1884.413775,-0.190052,8.6046,1.20008,0.11382,-0.20703,-0.09321,452.719727
2785,MIBTUM,-1553.633705,-0.121992,3.73,1.27176,0.1277,-0.17665,-0.04895,299.993305
2786,MUCXAK,-3873.34452,-0.17593,14.7399,0.88223,0.10845,-0.21597,-0.10752,441.832699
2787,EYUSEW,-1816.167382,-0.092556,4.1075,0.77224,0.11711,-0.19939,-0.08228,272.070601
2788,CIFQEQ,-7419.231463,-0.144341,4.7616,0.95065,0.15408,-0.19945,-0.04537,390.461691
2789,BURCOH,-3186.863551,-0.157174,3.5622,0.68961,0.11313,-0.20346,-0.09033,419.376073
2790,UKIGAX,-2884.245059,-0.21333,3.0829,0.79625,0.02696,-0.11397,-0.08701,532.012781
2791,KIPLIE,-3541.955213,-0.20405,5.7346,0.93491,0.14815,-0.20799,-0.05984,511.175508
2792,DAQFIL,-761.890684,-0.066021,3.2299,0.6636,0.11535,-0.14433,-0.02898,201.236933
2793,SIFGOF,-2502.631843,-0.283665,5.7764,2.09937,0.11972,-0.183,-0.06328,677.285689
2794,KEYHII,-3109.261308,-0.124848,2.7091,0.52949,0.11266,-0.21443,-0.10177,375.49508
2795,TAVPEO,-3546.402943,-0.233347,5.2483,0.39112,0.08025,-0.16679,-0.08654,527.172097
2796,GAWQEA,-1388.645381,-0.070725,2.7331,0.64315,0.12223,-0.18981,-0.06758,208.478821
2797,NETYUG,-1864.550766,-0.196595,3.1371,1.25611,0.1272,-0.1725,-0.0453,457.334736
2798,SOFJAB,-1474.159422,-0.146578,4.3732,1.94741,0.10275,-0.18862,-0.08587,403.018364
2799,UKEZUF,-1479.362411,-0.126329,4.4637,1.45513,0.12786,-0.18038,-0.05252,303.728197
2800,YUTJUS,-2128.764612,-0.161212,3.7723,0.84687,0.12482,-0.19521,-0.07039,413.245874
2801,OSUCIP,-7206.762946,-0.132636,5.5043,0.74978,0.12432,-0.20812,-0.0838,363.376945
2802,AJAVEN,-1869.187704,-0.066946,16.1104,0.20993,0.08197,-0.22665,-0.14468,228.176129
2803,REWYAU,-1892.188189,-0.124448,10.7696,0.96346,0.12013,-0.15069,-0.03056,307.857235
2804,XOYLAZ,-1681.171743,-0.084338,4.4871,0.78524,0.13718,-0.19289,-0.05571,236.352244
2805,TUDQIT,-2089.653627,-0.202161,5.5442,1.54125,0.11178,-0.173,-0.06122,483.741679
2806,QAGRUM,-2770.455054,-0.087607,5.5083,0.46934,0.13577,-0.21235,-0.07658,261.977686
2807,SUYCEU,-2730.22918,-0.107173,2.2657,0.48688,0.10978,-0.20919,-0.09941,291.178997
2808,PUNFIN,-1312.597053,-0.122766,4.1741,2.14897,0.09358,-0.28559,-0.19201,342.508674
2809,TAVKIL,-2292.291259,-0.099741,5.5162,0.2128,0.10991,-0.33134,-0.22143,270.381034
2810,DECJEA,-1740.021465,-0.15231,4.4561,1.16005,0.12284,-0.17537,-0.05253,412.839174
2811,WIVCAF,-1363.658304,-0.131565,1.9377,1.09481,0.11513,-0.19854,-0.08341,377.505022
2812,EGUNAW,-2506.656844,-0.166658,0.9684,0.84091,0.13126,-0.19715,-0.06589,461.638675
2813,QENYUE,-1856.70991,-0.104971,3.7293,0.84277,0.10913,-0.1976,-0.08847,279.21617
2814,XEFKEY,-3343.491894,-0.079224,0.0015,0.21993,0.11195,-0.23372,-0.12177,257.821197
2815,DOPDER,-2566.685496,-0.133555,6.4975,0.01634,0.1168,-0.15574,-0.03894,356.162188
2816,WEYTIE,-3463.126206,-0.157594,4.5271,1.03665,0.1003,-0.19527,-0.09497,412.646404
2817,PUHWUK,-1692.464759,-0.152286,1.2593,1.60124,0.11863,-0.18346,-0.06483,425.105057
2818,POCQON,-1832.028435,-0.195099,4.8569,1.72922,0.04352,-0.11864,-0.07512,480.963611
2819,IVEPIK,-2311.242872,-0.160474,0.5674,0.6212,0.05835,-0.12794,-0.06959,393.429414
2820,YODBEZ,-5795.140823,-0.257678,0.0439,1.85969,0.16609,-0.20152,-0.03543,606.813141
2821,KARPAW,-3106.287915,-0.133987,7.3596,0.94953,0.09652,-0.17378,-0.07726,386.694641
2822,FOYYID,-1923.697617,-0.192681,9.4933,1.28483,0.12165,-0.21684,-0.09519,465.786646
2823,FETPAY,-2419.861873,-0.229152,2.4988,1.18122,0.10792,-0.15591,-0.04799,539.685295
2824,SADMIW,-2850.676677,-0.133725,5.2977,0.30753,0.09978,-0.19722,-0.09744,337.033685
2825,GOTJII,-2775.649624,-0.158455,4.8438,0.72825,0.12681,-0.21798,-0.09117,429.369428
2826,WEQCUQ,-1349.622286,-0.134842,1.815,1.91157,0.11459,-0.19817,-0.08358,392.008816
2827,ZEQBOM,-1867.922309,-0.108326,5.678,1.1903,0.12133,-0.17231,-0.05098,281.177093
2828,ROJGAY,-1989.07696,-0.186849,4.7097,0.20168,0.10006,-0.12964,-0.02958,429.996873
2829,YAQRUD,-1356.898133,-0.123239,2.8401,1.45743,0.1214,-0.18604,-0.06464,339.652952
2830,BINHIQ,-11611.027236,-0.156612,0.0104,-0.58329,0.16763,-0.22499,-0.05736,430.356158
2831,HISWIP,-1555.427962,-0.175856,1.1226,1.34266,0.10905,-0.15966,-0.05061,421.495965
2832,ZAHTAD,-4078.354232,-0.086047,7.3537,-0.00648,0.08288,-0.19353,-0.11065,265.465262
2833,EPUNUZ,-3194.499619,-0.24235,7.6292,0.63998,0.06793,-0.17334,-0.10541,554.181886
2834,AJIJUY,-2559.506291,-0.149089,3.83,0.87444,0.10706,-0.18989,-0.08283,373.630452
2835,IKOPOO,-951.707053,-0.062656,6.158,0.79064,0.16431,-0.24409,-0.07978,188.176403
2836,PIYSEV,-1939.05949,-0.147042,4.2849,0.68243,0.09713,-0.17577,-0.07864,361.616973
2837,EXONOV,-2467.135511,-0.184905,0.756,0.82121,0.10328,-0.17806,-0.07478,449.172955
2838,MOMXOC,-2151.794769,-0.091346,2.5372,0.94437,0.11212,-0.19294,-0.08082,294.805917
2839,URUMOL,-3885.594254,-0.132586,3.0824,1.17144,0.11785,-0.17095,-0.0531,367.912166
2840,HAYBOZ,-3748.731551,-0.178917,4.9232,0.52389,0.09065,-0.17445,-0.0838,585.477477
2841,PEFTEC,-7989.375415,-0.087851,3.7496,0.48773,0.11702,-0.23601,-0.11899,329.655316
2842,TEPXAP,-2553.255025,-0.196281,3.9343,1.5619,0.11455,-0.16898,-0.05443,470.649896
2843,LULDAX,-2593.009046,-0.088345,6.0543,0.575,0.09139,-0.19065,-0.09926,250.395831
2844,ICURED,-1127.999721,-0.117715,1.4931,1.5062,0.1049,-0.18237,-0.07747,307.339522
2845,TIHSAE,-13290.945503,-0.171356,0.0034,-0.3692,0.11264,-0.21416,-0.10152,439.616933
2846,PADNUD,-2926.185726,-0.200011,3.6726,0.55663,0.10615,-0.15873,-0.05258,505.059834
2847,DARCAC,-2879.042639,-0.179055,2.82,0.8595,0.08142,-0.17632,-0.0949,480.163035
2848,YIFZES,-3344.508245,-0.142988,0.4557,-0.74493,0.108,-0.10247,0.00553,336.063916
2849,PEVTUI,-7386.287667,-0.152732,4.6631,0.19269,0.09844,-0.20867,-0.11023,433.405866
2850,AGUZUY,-3515.865189,-0.120566,2.4319,0.64938,0.12638,-0.23641,-0.11003,323.968872
2851,TOSSEZ,-3288.078497,-0.154228,4.5733,0.3123,0.09869,-0.19559,-0.0969,362.732905
2852,OVEVOB,-2816.138979,-0.230868,4.2505,1.11633,0.12578,-0.21389,-0.08811,549.22339
2853,OJAFOU,-1945.661167,-0.218615,0.3234,1.52713,0.11122,-0.17597,-0.06475,516.419309
2854,JIWYEU,-2173.716151,-0.135985,4.4336,0.94866,0.10228,-0.16401,-0.06173,369.788103
2855,ZEQNER,-2877.084722,-0.191237,9.15,0.65356,0.10675,-0.19035,-0.0836,485.271319
2856,CAMKAD,-1799.701718,-0.068471,4.7353,0.73526,0.14088,-0.22347,-0.08259,213.213334
2857,MARDOY,-2858.955598,-0.166854,3.1867,0.82135,0.108,-0.17761,-0.06961,405.192504
2858,MUCWUD,-2353.33763,-0.070371,3.8797,0.32714,0.13423,-0.21595,-0.08172,201.607177
2859,UHEHUK,-1973.366008,-0.121301,3.4315,0.8085,0.13595,-0.21563,-0.07968,318.036454
2860,MOFMOK,-2295.15473,-0.249493,1.9664,2.07204,0.14011,-0.19142,-0.05131,596.930974
2861,LOQRAL,-3509.661966,-0.281065,4.065,0.84565,0.10767,-0.1404,-0.03273,691.272572
2862,XOLCUW,-2173.723721,-0.137214,4.909,0.90675,0.11758,-0.1621,-0.04452,362.343778
2863,EROLUU,-1640.433756,-0.078483,1.7639,0.84581,0.12347,-0.19712,-0.07365,233.778363
2864,ILONON,-2632.903137,-0.204804,3.2322,0.86459,0.10111,-0.18397,-0.08286,497.72388
2865,VIQPOA,-4814.267441,-0.250112,0.0448,0.55839,0.14445,-0.23585,-0.0914,612.199956
2866,TAJBUE,-2466.013205,-0.186453,2.8489,0.88787,0.12157,-0.15565,-0.03408,439.76336
2867,UKEHUO,-1669.686717,-0.199024,1.7545,1.80705,0.11149,-0.16802,-0.05653,465.692067
2868,CEQNOD,-2414.581664,-0.22703,8.7059,1.82124,0.08059,-0.16517,-0.08458,534.370778
2869,DOCSAQ,-1754.176992,-0.189012,3.7365,1.44817,0.09176,-0.14426,-0.0525,432.670855
2870,VAXXUO,-2544.365809,-0.167181,7.3135,1.24892,0.1272,-0.21032,-0.08312,416.651705
2871,EGIBEB,-1997.438011,-0.105825,4.3655,0.81721,0.13724,-0.20899,-0.07175,271.559092
2872,VIPBUS,-3275.581281,-0.266916,3.569,1.53188,0.16115,-0.18974,-0.02859,597.645259
2873,PAHQOG,-1841.336437,-0.204914,6.0497,1.99342,0.09387,-0.17791,-0.08404,516.455876
2874,DOSXEQ,-2316.832032,-0.137204,0.8251,0.88384,0.11482,-0.18957,-0.07475,363.389191
2875,FINQAU,-3304.642314,-0.129517,3.1753,0.36455,0.11553,-0.20451,-0.08898,332.806846
2876,METTUA,-2437.29416,-0.159633,5.5603,1.35121,0.1623,-0.19292,-0.03062,405.955323
2877,PAQRIJ,-2733.02187,-0.213877,5.3686,0.92045,0.09116,-0.17368,-0.08252,500.272304
2878,YUHKOB,-2736.534791,-0.11195,6.0813,0.1059,0.1068,-0.20309,-0.09629,290.385159
2879,AXOVIS,-2435.257459,-0.183606,3.7099,0.87578,0.12209,-0.20449,-0.0824,443.173116
2880,FUJWUC,-3336.376207,-0.056124,10.0016,0.09482,0.14292,-0.2385,-0.09558,183.342244
2881,QAPHAQ,-1699.503633,-0.084797,3.6804,0.82861,0.10542,-0.19326,-0.08784,233.363973
2882,BEJVUI,-1736.866429,-0.135705,4.3712,2.04191,0.11077,-0.17791,-0.06714,377.117219
2883,WOMRAS,-1938.686731,-0.21884,3.5451,1.80511,0.10966,-0.1834,-0.07374,542.356355
2884,LULCUQ,-2023.336668,-0.098674,0.7587,1.08057,0.09954,-0.18219,-0.08265,279.990875
2885,CILGAF,-1684.129472,-0.064251,1.9083,0.39205,0.13293,-0.19895,-0.06602,190.563114
2886,JOPQAG,-2504.901728,-0.114367,9.7122,0.94626,0.13395,-0.21024,-0.07629,316.771761
2887,SOXPIF,-2037.032002,-0.200722,0.8728,1.64566,0.11469,-0.1715,-0.05681,474.518525
2888,XIPMOA,-3079.558082,-0.225451,3.1404,0.83533,0.10759,-0.1865,-0.07891,564.983618
2889,WOMQIZ,-1939.653772,-0.213156,3.637,2.03598,0.11687,-0.18761,-0.07074,545.050561
2890,BOCFUU,-2719.293109,-0.083074,4.2548,0.72661,0.14908,-0.23565,-0.08657,229.479804
