CSD_code;Electronic_E;Dispersion_E;Dipole_M;Metal_q;HL_Gap;HOMO_Energy;LUMO_Energy;Polarizability
XIQKOY;-908.975708;-0.112310;11.202900;1.588820;0.092770;-0.199370;-0.106600;287.212477
AHIZAT;-2170.902860;-0.156449;2.944800;0.593820;0.126410;-0.184540;-0.058130;387.615455
GIQGAO;-2925.377207;-0.173521;10.936100;1.206640;0.102350;-0.183330;-0.080980;432.466966
YECVEH;-2532.542930;-0.105098;5.614000;0.362670;0.096250;-0.204280;-0.108030;281.368881
OSUHIV;-3599.980170;-0.213725;10.919800;0.355450;0.019420;-0.164410;-0.144990;542.761320
CINJOZ;-2919.566676;-0.181465;1.455900;0.947560;0.132870;-0.208090;-0.075220;484.255735
OCUKII;-3308.320016;-0.092609;4.158700;0.294870;0.086090;-0.201800;-0.115710;287.204809
IVUHOW;-3860.168417;-0.162188;2.634700;0.439360;0.094880;-0.221000;-0.126120;433.582012
NONTAN;-2615.218148;-0.148490;3.454800;0.363470;0.113870;-0.185130;-0.071260;346.069866
WENZIA;-1369.788441;-0.166092;1.975500;1.311240;0.115740;-0.178840;-0.063100;396.343847
QAGFOU;-1811.260387;-0.097818;3.401100;0.844590;0.112570;-0.175680;-0.063110;271.871583
WAKGAS;-4533.739004;-0.173248;6.202600;0.448870;0.099760;-0.234410;-0.134650;464.085606
SULGUB;-1167.570828;-0.097601;4.436600;0.741840;0.140320;-0.158250;-0.017930;258.660424
VIRTUO;-1935.341643;-0.118943;3.699700;0.806000;0.125750;-0.180370;-0.054620;309.799533
FIYBIB;-2306.269581;-0.177389;1.530400;0.555810;0.152690;-0.182710;-0.030020;396.562607
MIKVOS;-1589.298855;-0.131366;3.681100;1.912260;0.158250;-0.214630;-0.056380;346.418932
HACLED;-2607.478640;-0.163873;4.794300;0.669210;0.113130;-0.204400;-0.091270;403.434910
FEXCOC;-4003.736669;-0.178044;10.289500;0.157460;0.108350;-0.100750;0.007600;446.626114
CANBOK;-3372.287307;-0.210120;11.661100;0.863810;0.053150;-0.139190;-0.086040;524.844209
POFZOA;-1104.217813;-0.142967;9.430300;1.552900;0.130890;-0.202230;-0.071340;346.201134
FONPII;-2266.213384;-0.131166;3.420300;1.093050;0.119190;-0.190420;-0.071230;341.144812
SOWCOX;-2492.190423;-0.152953;7.317100;1.441400;0.125250;-0.173800;-0.048550;391.542773
ISAPOH;-2321.309811;-0.162826;2.018800;0.791860;0.113070;-0.186580;-0.073510;405.710613
ULONIU;-2985.991692;-0.143977;6.920600;0.495180;0.121690;-0.191600;-0.069910;368.197183
LODWIN;-1912.329657;-0.209560;2.684500;1.849400;0.105060;-0.126790;-0.021730;478.214811
SIMDIE;-2956.026320;-0.196881;4.267100;0.814530;0.102000;-0.178310;-0.076310;498.129812
GANCIK;-1353.720124;-0.114529;0.021200;2.075370;0.172680;-0.200670;-0.027990;310.561625
EROGAT;-1779.889159;-0.144051;2.288300;1.513170;0.135970;-0.192820;-0.056850;338.650338
TEBQUM;-2521.704538;-0.186481;3.442800;1.977180;0.150990;-0.204630;-0.053640;483.436770
RUNJIT;-2540.012298;-0.108264;2.689800;0.280700;0.115720;-0.193660;-0.077940;302.716711
WERMIP;-2360.628888;-0.178960;0.967800;1.013720;0.129980;-0.191970;-0.061990;423.368373
CITHEV;-2071.855494;-0.076931;2.749700;0.643680;0.123370;-0.209830;-0.086460;248.932420
PUHMIO;-1239.084563;-0.114189;1.392100;1.561620;0.129520;-0.199420;-0.069900;295.193706
MEVSUB;-2551.379854;-0.174035;1.674200;0.518610;0.096700;-0.167640;-0.070940;422.457016
XOSMOH;-4353.005010;-0.229021;4.574800;0.691320;0.149460;-0.228560;-0.079100;601.985484
WIBHIB;-2313.795763;-0.070270;4.503400;0.091430;0.109550;-0.201560;-0.092010;192.712180
GUZMOF;-2357.208488;-0.194350;1.800300;1.685900;0.137510;-0.181550;-0.044040;474.060270
GAXJEU;-2680.930310;-0.129384;3.328500;0.895200;0.080350;-0.187810;-0.107460;437.058259
SAWHIK;-2653.348633;-0.091250;8.844400;0.482460;0.120950;-0.217720;-0.096770;266.912599
IVEPEG;-1696.186535;-0.168335;3.817000;1.429490;0.087820;-0.186730;-0.098910;402.678784
GORLAA;-2480.400743;-0.064359;8.215000;0.491660;0.134830;-0.216620;-0.081790;204.642759
YEVSOK;-1377.040176;-0.152868;6.691600;1.364160;0.135090;-0.220100;-0.085010;368.993047
GAZQIK;-1440.696416;-0.150918;2.103700;1.602810;0.137720;-0.167620;-0.029900;358.864006
ABERIK;-3365.526375;-0.135984;3.536100;0.347830;0.098110;-0.207500;-0.109390;371.412921
NAWKUU;-2470.356315;-0.169053;0.016900;1.699990;0.135280;-0.219220;-0.083940;444.217497
NOVNER;-2927.083936;-0.342984;2.342800;1.895390;0.144570;-0.169890;-0.025320;763.398622
HALFOQ;-2038.797729;-0.208003;4.237000;2.112350;0.143200;-0.167200;-0.024000;506.121736
PAKHEP;-3646.746810;-0.199378;3.177300;0.729380;0.129740;-0.201860;-0.072120;511.000576
OVIPAL;-2365.726128;-0.159919;2.334400;0.725100;0.098370;-0.169090;-0.070720;378.202480
CEYCUE;-744.451266;-0.064628;2.577400;1.657670;0.134040;-0.189210;-0.055170;203.804739
RAYFUT;-1865.006858;-0.131573;2.917500;0.503100;0.123160;-0.177110;-0.053950;303.169327
ZUDWOK;-4351.901006;-0.148064;3.251800;1.274800;0.127720;-0.192790;-0.065070;393.835756
OTIDEB;-4083.211604;-0.189460;12.206000;0.961510;0.120560;-0.225230;-0.104670;475.650376
ROCWEL;-2640.319300;-0.069736;4.929800;0.368170;0.121940;-0.207460;-0.085520;212.854466
WENZUM;-1596.361778;-0.185099;3.374000;1.388180;0.088930;-0.157150;-0.068220;407.525051
OCIJIT;-2339.847011;-0.115227;5.606100;0.860530;0.117230;-0.219960;-0.102730;327.293197
JAQSOJ;-1283.270004;-0.120455;2.028100;1.520500;0.157510;-0.192780;-0.035270;326.510257
NICLUG;-4098.102383;-0.236025;3.727600;0.966070;0.132630;-0.223560;-0.090930;633.521047
QAGDAF;-1560.688256;-0.179943;0.954000;1.775330;0.116440;-0.159360;-0.042920;402.499510
HATGIS;-2375.133841;-0.156232;2.960100;1.287580;0.104630;-0.187280;-0.082650;444.740129
ZIHLEH;-2284.394316;-0.144593;5.477800;0.711680;0.078300;-0.147390;-0.069090;385.769162
IYIREN;-973.268552;-0.103618;0.635800;1.551490;0.107400;-0.161340;-0.053940;258.521497
XIDHEX;-3594.366976;-0.176549;2.443200;0.436760;0.132000;-0.209710;-0.077710;430.996415
JETNAY;-2556.605108;-0.212102;1.200300;0.518760;0.124010;-0.172590;-0.048580;497.339624
HOHYOS;-765.527785;-0.078498;2.126200;1.337850;0.135420;-0.191490;-0.056070;214.476294
MEDTOE;-3246.161811;-0.122448;5.240000;0.609520;0.108700;-0.219880;-0.111180;383.972130
FATBAD;-1516.105074;-0.178250;1.426700;1.351800;0.118220;-0.150850;-0.032630;398.202611
XEJNAB;-1394.675241;-0.110343;2.740900;1.714840;0.161000;-0.206520;-0.045520;282.899747
YUPCIV;-2066.233722;-0.087645;7.384000;0.174760;0.083900;-0.199770;-0.115870;248.012057
BARRES;-2868.186973;-0.105745;5.333000;0.265240;0.122730;-0.195090;-0.072360;282.991449
HAZXUC;-2715.534011;-0.113107;7.016800;0.212140;0.118650;-0.185200;-0.066550;297.318919
YIXCUD;-1057.830698;-0.115340;1.854800;1.390210;0.142420;-0.199330;-0.056910;297.051716
WEKBOD;-3289.109604;-0.087590;5.163000;0.365610;0.135660;-0.253930;-0.118270;293.136537
LIHCIP;-2165.676645;-0.117047;0.940300;0.864220;0.134500;-0.207360;-0.072860;329.036488
WAWNEQ;-4229.833600;-0.259751;5.168600;0.317330;0.075280;-0.177350;-0.102070;642.510766
TADYUS;-2210.570702;-0.233826;0.527200;1.413040;0.117640;-0.180490;-0.062850;532.341221
CEZHIZ;-5011.980798;-0.320375;6.751000;0.666370;0.075440;-0.162300;-0.086860;742.868512
OQEHEY;-2223.791212;-0.116146;1.927800;0.975030;0.117150;-0.185600;-0.068450;317.217199
RAJXIJ;-2230.592245;-0.144424;0.775600;0.125810;0.123160;-0.170480;-0.047320;343.386197
WIRFIM;-1614.456999;-0.052764;0.775100;0.601310;0.118250;-0.221410;-0.103160;159.431519
MAJVUR;-2724.375278;-0.127268;7.459200;0.794310;0.143800;-0.205370;-0.061570;314.886364
LEGPAO;-2661.618426;-0.106276;2.647600;0.698670;0.134680;-0.210380;-0.075700;307.717988
GATPEX;-1894.773127;-0.099878;4.555400;0.773890;0.135800;-0.211730;-0.075930;294.765552
AJENEI;-1643.312460;-0.180661;4.751200;2.036620;0.147420;-0.180560;-0.033140;449.653520
NEVKII;-2568.422133;-0.104393;7.114300;0.838090;0.178400;-0.238540;-0.060140;269.178772
FOMZIQ;-4256.597169;-0.351786;2.211300;1.115140;0.112310;-0.178160;-0.065850;808.726163
XAHNIE;-893.166239;-0.084681;2.741900;2.230990;0.127590;-0.174610;-0.047020;248.394757
WOXWUB;-4551.018301;-0.124054;2.565900;0.438960;0.130730;-0.163640;-0.032910;335.529608
MOPTUI;-1245.728272;-0.083185;2.443300;1.310280;0.129110;-0.165660;-0.036550;227.160139
TAJNEY;-2534.916351;-0.108295;4.232500;0.722830;0.132270;-0.223850;-0.091580;288.928956
LUCDEU;-1917.888966;-0.213587;7.887000;1.485830;0.084200;-0.154250;-0.070050;517.210840
FOYZEA;-2062.020000;-0.193200;9.452500;1.238430;0.128050;-0.224330;-0.096280;452.523908
WUBVEU;-2686.180288;-0.158836;0.356300;0.669540;0.119640;-0.178840;-0.059200;383.139794
BAPSET;-2454.632561;-0.086174;10.617400;1.099600;0.191130;-0.248500;-0.057370;268.750396
PAHQAS;-1864.649298;-0.207821;4.409300;1.991560;0.102730;-0.180040;-0.077310;530.285203
MUTPUN;-1541.038786;-0.068749;3.569500;1.072230;0.107260;-0.160810;-0.053550;207.926040
MONVUH;-3002.010079;-0.188332;3.483900;0.602930;0.073510;-0.138510;-0.065000;480.424793
XEVZOP;-1779.176906;-0.213167;2.384400;1.817630;0.116130;-0.159180;-0.043050;481.366070
NONSUG;-2363.842324;-0.147655;3.450400;0.411650;0.109250;-0.178490;-0.069240;331.031948
TOJKAE;-2676.432721;-0.135433;2.570100;0.307250;0.093380;-0.165440;-0.072060;327.424307
BEPXAW;-2523.870379;-0.094432;4.171800;0.271240;0.134400;-0.220490;-0.086090;251.967022
QOPBOM;-2703.382782;-0.165916;7.481300;0.748000;0.072400;-0.156960;-0.084560;414.013976
JAPVEC;-1432.155792;-0.175490;9.179300;1.536430;0.145010;-0.204360;-0.059350;437.371774
YEGLOM;-3724.822825;-0.169581;4.088900;0.426750;0.105440;-0.195080;-0.089640;450.828253
IJAXIB;-3019.050901;-0.223723;6.950100;1.196780;0.127400;-0.195350;-0.067950;508.965928
LIPBER;-1587.385718;-0.182234;0.000700;0.904770;0.193870;-0.168550;0.025320;427.045452
BUNFEW;-2644.547170;-0.179270;5.643800;1.271310;0.100950;-0.166050;-0.065100;431.279266
XECSED;-2080.218934;-0.131417;0.768000;0.807640;0.093050;-0.160990;-0.067940;347.091041
WODNEK;-3254.557795;-0.241896;4.404800;1.445760;0.104180;-0.162310;-0.058130;610.490261
VOGFOO;-2688.503441;-0.210426;4.581200;1.106730;0.119520;-0.204170;-0.084650;505.414199
PEVTAO;-2595.465688;-0.163142;2.884200;0.724590;0.138930;-0.206470;-0.067540;443.250570
GITPAD;-4520.371346;-0.358717;1.407300;0.496240;0.121720;-0.153380;-0.031660;800.896986
HOZGAE;-3272.355988;-0.281829;0.578000;0.930070;0.117130;-0.170590;-0.053460;649.518997
MANJUI;-2955.219754;-0.102150;0.523300;0.543430;0.119930;-0.187800;-0.067870;285.343849
RAQLIF;-4110.789881;-0.147579;4.046300;0.945430;0.150750;-0.203090;-0.052340;401.720716
YEXFAL;-3409.751716;-0.225025;1.303300;0.312650;0.119630;-0.185370;-0.065740;522.150049
GIPLAV;-1818.668613;-0.104320;1.345800;0.574580;0.120890;-0.190210;-0.069320;262.696145
YOGWOH;-2484.628473;-0.085308;3.242300;0.248880;0.119300;-0.200970;-0.081670;240.142769
ABIGIC;-3738.063764;-0.176304;13.352500;0.768230;0.120300;-0.216460;-0.096160;468.461146
KUJGOM;-2386.191154;-0.161887;8.601000;0.464370;0.087950;-0.120340;-0.032390;412.137278
BIJKUB;-2762.686678;-0.085210;4.369800;0.225110;0.122820;-0.197740;-0.074920;236.507765
QUNJOZ;-3712.619373;-0.155142;0.001900;0.570990;0.099630;-0.224670;-0.125040;400.970870
IPOROV;-1079.949427;-0.132765;1.648400;1.531400;0.135940;-0.165090;-0.029150;307.369806
BUPBIY;-3251.020526;-0.180183;4.354700;0.841250;0.149790;-0.210880;-0.061090;476.941180
EBUFIR;-1973.393304;-0.126731;6.044700;1.142100;0.137340;-0.203000;-0.065660;319.863838
HAZYEN;-1717.817999;-0.091056;5.456900;0.669520;0.138540;-0.179650;-0.041110;250.605445
VITQUK;-2169.832535;-0.152836;3.742500;0.843720;0.108590;-0.190560;-0.081970;367.547440
WAVSOE;-3340.514447;-0.303967;2.624900;1.026060;0.110000;-0.181850;-0.071850;697.316294
GILLUJ;-2331.341540;-0.288560;6.873200;2.036430;0.115550;-0.179470;-0.063920;662.915205
DASDOS;-1935.243099;-0.123949;5.577400;1.032430;0.136120;-0.192430;-0.056310;312.522823
NIVKAE;-3005.667135;-0.239821;2.517400;1.103440;0.113830;-0.186340;-0.072510;588.987896
RECKAN;-3641.774228;-0.189367;8.197700;0.313360;0.119780;-0.220230;-0.100450;450.358430
IVEPOQ;-2026.213407;-0.138727;7.597200;0.465610;0.103480;-0.158380;-0.054900;319.005682
JILLUO;-1399.518912;-0.165845;2.747200;1.864640;0.139970;-0.169110;-0.029140;385.380022
JAYHEW;-2172.809048;-0.041211;3.806800;0.164360;0.140570;-0.227530;-0.086960;141.305003
ELABID;-3333.781240;-0.261038;0.000000;1.186030;0.146680;-0.207760;-0.061080;678.490820
NONWAO;-1636.649112;-0.147770;3.211400;1.883460;0.152630;-0.188150;-0.035520;351.032252
DENPOB;-2964.907159;-0.117554;3.231600;1.569130;0.138920;-0.186250;-0.047330;337.621547
CUZXIE;-3302.563108;-0.055761;8.084300;0.025040;0.137450;-0.251620;-0.114170;197.308529
EKUVIR;-2431.931904;-0.221425;2.467800;1.829950;0.124670;-0.175060;-0.050390;539.001688
WURSIL;-2289.178654;-0.207823;2.463900;1.341050;0.138400;-0.174010;-0.035610;496.699013
KITSUB;-3861.779535;-0.110341;4.782700;0.206080;0.135620;-0.239380;-0.103760;302.262221
GUHRIL;-2801.653306;-0.177122;4.242000;0.681750;0.102300;-0.165400;-0.063100;438.400452
KAPPUN;-1090.901639;-0.107627;3.492500;2.025010;0.124260;-0.194180;-0.069920;304.217900
KEDMEL;-2029.463662;-0.099173;4.148100;0.811390;0.108770;-0.194300;-0.085530;271.121876
RURGEQ;-3649.326149;-0.263503;16.786600;1.524470;0.077780;-0.207810;-0.130030;600.743344
MAZNAD;-1750.294006;-0.140034;9.289800;1.820510;0.124370;-0.195990;-0.071620;360.367714
FEQHEP;-4033.374128;-0.138459;2.801900;0.976640;0.151090;-0.205160;-0.054070;384.158431
OVABUK;-2250.677763;-0.092535;1.337400;0.623230;0.109060;-0.212160;-0.103100;289.238221
XAWYAV;-2126.796594;-0.146507;2.704800;0.746020;0.124420;-0.182430;-0.058010;371.514074
ZEWGOZ;-1372.538658;-0.141642;4.925300;1.882730;0.113040;-0.169200;-0.056160;369.575914
FURCUR;-2336.966345;-0.165971;4.844600;0.632320;0.097980;-0.163470;-0.065490;415.253010
FOSLII;-5819.850625;-0.089205;5.272400;0.787220;0.114800;-0.202940;-0.088140;239.242530
NEFQIB;-2374.781686;-0.268090;2.108500;1.919640;0.138390;-0.178900;-0.040510;662.150761
CIPFUD;-12565.550681;-0.156251;4.452700;0.903140;0.159000;-0.197840;-0.038840;427.388381
ZUMNAW;-2888.197877;-0.071860;5.643600;0.392230;0.149950;-0.238450;-0.088500;215.998971
VINGIJ;-1871.750060;-0.057329;8.634200;0.746760;0.150910;-0.069180;0.081730;169.792176
XIJTOA;-2987.980476;-0.113951;4.570500;0.301420;0.120010;-0.217600;-0.097590;313.730623
MOWGIO;-1448.303053;-0.090266;4.585700;0.822670;0.111950;-0.208630;-0.096680;301.566048
CAJJEC;-2628.122988;-0.115368;4.672200;0.146150;0.108300;-0.207930;-0.099630;286.001081
SIHMAZ;-1133.987967;-0.121816;5.064300;1.807970;0.100450;-0.179840;-0.079390;332.221961
ZISPUM;-1704.164681;-0.097810;2.694700;0.491230;0.134960;-0.200150;-0.065190;241.809955
GIKGEM;-6462.955332;-0.465103;3.965400;1.078340;0.146090;-0.222220;-0.076130;1100.064114
BAYSIE;-1572.658259;-0.177018;0.473000;1.699610;0.132780;-0.178590;-0.045810;436.468370
PAJKAO;-3065.461563;-0.246111;4.761600;1.435820;0.117350;-0.179510;-0.062160;580.880020
NEXTEP;-1700.654848;-0.095721;5.573000;0.851270;0.106840;-0.170450;-0.063610;236.419932
WAZWEZ;-4329.997276;-0.136454;0.001200;0.206930;0.122850;-0.207450;-0.084600;351.382007
SADTUN;-2344.820032;-0.140592;0.064200;1.288330;0.113300;-0.199150;-0.085850;388.025881
CUHWEI;-2577.431333;-0.170081;3.613100;0.506300;0.116800;-0.171320;-0.054520;400.643384
UCETOM;-3525.694599;-0.192768;2.448200;0.768620;0.115390;-0.190820;-0.075430;506.303184
WOKBUT;-1825.713070;-0.214447;3.391200;1.925960;0.110890;-0.180770;-0.069880;489.444038
YEKZEU;-1317.923190;-0.173193;8.617800;1.537450;0.117050;-0.198170;-0.081120;405.607117
WAMVAJ;-3142.525545;-0.151707;4.322100;0.235490;0.127530;-0.196580;-0.069050;361.746477
NEGPEV;-9000.669974;-0.110890;4.900100;0.027250;0.117830;-0.192760;-0.074930;298.823813
SOMDAZ;-2931.625931;-0.142673;4.833200;0.097760;0.107960;-0.199420;-0.091460;359.434008
XODFIF;-2165.230096;-0.098417;2.905300;0.390470;0.126650;-0.189120;-0.062470;255.297322
DIVZAK;-3129.204644;-0.231788;6.931000;1.602250;0.108110;-0.186190;-0.078080;530.548265
YOBXUI;-3228.300997;-0.137660;10.880200;0.508100;0.076890;-0.209840;-0.132950;410.067291
RUGCAX;-2425.545271;-0.113151;5.635900;0.155310;0.048050;-0.137330;-0.089280;271.838237
CAJZOD;-1519.821834;-0.172041;7.688600;1.820660;0.128300;-0.198450;-0.070150;401.614416
XACHER;-3132.044201;-0.274121;2.925700;0.629690;0.105140;-0.176130;-0.070990;676.236324
METVEM;-1823.732269;-0.196230;1.041600;1.661090;0.123560;-0.182900;-0.059340;464.883312
MOSPOZ;-2554.496009;-0.164814;4.098200;0.622310;0.097690;-0.175870;-0.078180;364.333452
MULWOF;-3380.828792;-0.132880;2.215400;0.106280;0.079870;-0.187860;-0.107990;348.021093
FEXCUG;-3306.922677;-0.169207;4.537400;0.634440;0.117040;-0.211920;-0.094880;446.859528
UBUHOO;-2732.815545;-0.063370;4.947600;0.004910;0.128220;-0.237760;-0.109540;202.310065
GUVWOJ;-1410.323193;-0.165659;3.901600;1.809370;0.141490;-0.181220;-0.039730;399.350625
JIKRIE;-3292.402676;-0.146560;7.259000;0.737240;0.169280;-0.232440;-0.063160;394.264213
QAGROG;-2503.767053;-0.108818;4.595400;0.409080;0.128620;-0.184310;-0.055690;292.557968
WOPLUJ;-1989.541328;-0.108037;5.034600;0.722720;0.161000;-0.199660;-0.038660;271.601101
IYUMIZ;-2250.236955;-0.208994;5.759100;1.242120;0.069900;-0.162750;-0.092850;477.468249
CESXUU;-2623.522303;-0.101105;4.569700;0.300840;0.112120;-0.215110;-0.102990;275.714554
BUBTUO;-1544.044703;-0.175629;5.683700;0.716520;0.118970;-0.155620;-0.036650;432.295374
VIQQAN;-4971.465748;-0.286436;0.104100;0.555850;0.131070;-0.224410;-0.093340;658.013130
TUMXOO;-9822.000994;-0.160885;11.147300;0.170430;0.063060;-0.171980;-0.108920;399.808085
EYUSOG;-3534.305940;-0.124520;3.900400;0.789480;0.139760;-0.233200;-0.093440;349.051728
KUPJOW;-1511.477627;-0.061868;4.257400;0.754830;0.143590;-0.219580;-0.075990;193.105446
TARQOT;-3938.765133;-0.173976;2.830700;0.441420;0.093160;-0.217920;-0.124760;456.589581
BERVEA;-1221.060012;-0.111083;3.451400;1.803750;0.166410;-0.170400;-0.003990;279.444330
VOLJUB;-1383.386011;-0.131435;1.047000;1.344740;0.091740;-0.314250;-0.222510;319.424727
DOYFAY;-3031.878232;-0.129292;8.364100;0.460840;0.108560;-0.215290;-0.106730;357.823304
ENATET;-2041.466167;-0.118143;1.432300;1.230700;0.105660;-0.147060;-0.041400;304.040476
POCLIC;-2389.451080;-0.270274;7.550900;1.952490;0.074110;-0.152470;-0.078360;632.080756
BOMFAK;-2998.654418;-0.041582;7.155800;0.058260;0.139450;-0.263110;-0.123660;147.866678
QOBVIP;-3042.258163;-0.208435;4.602100;0.802960;0.084550;-0.171560;-0.087010;497.910539
XECCEN;-2770.160366;-0.160201;0.761100;0.769970;0.140090;-0.217710;-0.077620;422.932757
OCOLUO;-2007.736336;-0.156353;5.115200;0.855580;0.079740;-0.159750;-0.080010;375.178181
CIMZAZ;-3401.928182;-0.214311;4.430000;0.141500;0.102960;-0.194110;-0.091150;493.989692
ODOBAM;-3111.893194;-0.224353;19.582000;1.056210;0.071900;-0.193800;-0.121900;535.124300
RIKCUJ;-1982.324844;-0.170444;0.429600;1.659120;0.125820;-0.175940;-0.050120;429.017712
DIJQUK;-1980.230781;-0.206327;5.610800;1.788930;0.092360;-0.120670;-0.028310;485.432855
EQEPEX;-2348.390487;-0.106330;4.678100;0.641810;0.088450;-0.180970;-0.092520;292.659854
ECIYUN;-3403.986112;-0.250962;2.897500;0.331870;0.081630;-0.152890;-0.071260;576.339383
NAZCUM;-1442.356414;-0.157316;3.930400;1.502790;0.108220;-0.176280;-0.068060;390.512767
GOMLUP;-3474.392202;-0.080441;13.424500;0.008770;0.137660;-0.247440;-0.109780;248.401663
NEKQID;-4326.452667;-0.139878;10.004600;0.073420;0.123180;-0.212870;-0.089690;347.801983
DUHWAG;-1891.154811;-0.100779;3.851100;0.823430;0.125980;-0.203040;-0.077060;284.324289
MAVJIC;-1979.663241;-0.226716;1.578800;1.786210;0.133140;-0.174580;-0.041440;523.335169
CANBEA;-3559.729692;-0.228409;8.801800;0.947650;0.088270;-0.177980;-0.089710;549.208109
GOBJUE;-3251.234100;-0.124520;6.159300;0.423500;0.109850;-0.202200;-0.092350;338.298616
CIBLOP;-2983.199027;-0.107912;8.437100;0.901790;0.105330;-0.171750;-0.066420;360.299753
ICEXUJ;-2444.904707;-0.190147;4.208600;0.851500;0.117660;-0.204890;-0.087230;449.008528
JAYGUL;-2561.527665;-0.071631;4.688200;0.221320;0.134460;-0.210220;-0.075760;206.493456
JIFPUM;-2870.314581;-0.086295;5.200500;0.005480;0.082160;-0.196210;-0.114050;237.128522
WIJTEP;-931.026557;-0.127596;9.757500;1.539470;0.143530;-0.197250;-0.053720;300.795261
IMELIW;-2073.597752;-0.229257;5.108100;1.834570;0.107180;-0.176540;-0.069360;572.309316
XIXWEI;-3390.153220;-0.179948;4.866600;0.558470;0.103170;-0.208810;-0.105640;469.397715
VACREY;-1713.392928;-0.039727;5.537900;1.156850;0.207290;-0.271100;-0.063810;141.791281
HOLMOM;-2065.368302;-0.196876;0.750100;1.770240;0.103320;-0.165690;-0.062370;481.600865
PIPPIQ;-3855.172195;-0.158359;1.199600;0.741780;0.108780;-0.174130;-0.065350;409.239919
QEYJAF;-2365.410995;-0.099922;9.353300;0.835330;0.168830;-0.234340;-0.065510;293.061731
CAXZAD;-2952.407455;-0.160347;7.455500;1.647950;0.129550;-0.212270;-0.082720;419.762696
KAYBER;-1132.367574;-0.092252;1.231700;1.255660;0.106320;-0.164330;-0.058010;255.238171
OJOBIZ;-3231.535267;-0.217909;5.367600;0.910670;0.089310;-0.178890;-0.089580;586.118828
WOPMEU;-3291.006757;-0.105763;8.365000;0.339350;0.156270;-0.233320;-0.077050;286.144955
BITMUP;-2638.567472;-0.239064;3.381500;0.894440;0.065940;-0.120270;-0.054330;520.260019
OJETON;-2857.957575;-0.228922;2.817500;1.764510;0.105110;-0.180120;-0.075010;549.030532
CIBJON;-2000.216261;-0.092213;4.206400;0.919020;0.164700;-0.215610;-0.050910;277.715565
FOPDAR;-1454.479895;-0.120876;4.721800;0.955930;0.062490;-0.142000;-0.079510;321.123311
FANSAO;-2118.509230;-0.029005;2.181400;0.762140;0.206380;-0.103800;0.102580;130.519142
QUFSOA;-2211.344134;-0.257364;3.577000;1.446480;0.103720;-0.181230;-0.077510;598.649823
AFEPIM;-2886.856185;-0.291825;0.053500;2.067280;0.127570;-0.196310;-0.068740;716.968111
RUHPIT;-3902.092810;-0.079608;4.059800;0.033660;0.120090;-0.257250;-0.137160;260.082909
SODSEJ;-2202.831271;-0.162112;1.424600;0.808670;0.094160;-0.162180;-0.068020;382.966490
